ATTRIBUTE_ALL_SAMPLES	ATTRIBUTE_Dilution	ATTRIBUTE_FILENAME	G1	G2	G3	G4	G5	G6	GNPSGROUP:0	GNPSGROUP:1	GNPSGROUP:125	GNPSGROUP:25	GNPSGROUP:5	GNPSGROUP:625	GNPSGROUP:BLANKS	GNPSGROUP:L_C18_Polar_16_Blk_no_inj_02	GNPSGROUP:L_C18_Polar_16_Blk_no_inj_04	GNPSGROUP:L_C18_Polar_16_Blk_no_inj_06	GNPSGROUP:L_C18_Polar_16_Blk_no_inj_08	GNPSGROUP:L_C18_Polar_16_MS2_DF_125_01	GNPSGROUP:L_C18_Polar_16_MS2_DF_125_02	GNPSGROUP:L_C18_Polar_16_MS2_DF_125_03	GNPSGROUP:L_C18_Polar_16_MS2_DF_1_01	GNPSGROUP:L_C18_Polar_16_MS2_DF_1_02	GNPSGROUP:L_C18_Polar_16_MS2_DF_1_03	GNPSGROUP:L_C18_Polar_16_MS2_DF_25_01	GNPSGROUP:L_C18_Polar_16_MS2_DF_25_02	GNPSGROUP:L_C18_Polar_16_MS2_DF_25_03	GNPSGROUP:L_C18_Polar_16_MS2_DF_5_01	GNPSGROUP:L_C18_Polar_16_MS2_DF_5_02	GNPSGROUP:L_C18_Polar_16_MS2_DF_5_03	GNPSGROUP:L_C18_Polar_16_MS2_DF_625_01	GNPSGROUP:L_C18_Polar_16_MS2_DF_625_02	GNPSGROUP:L_C18_Polar_16_MS2_DF_625_03	GNPSGROUP:SAMPLES	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39004692.36467752	14576847.595042977	4311740.059504104	1999406.3259329714	547776.8985917696	0.0	0.0	0.0	0.0	0.0	2452728.723719494	948589.127285155	2596901.1267942656	32417054.502201684	42905246.92021295	41691775.671617925	2736141.580530734	2595029.343925777	7604049.254055802	6776163.596404479	10834340.435915254	26120038.752809197	803849.9546901103	346688.03779595107	492792.70328924747	12088092.648749867	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"115","main.cluster index_upperinput":"115"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=b9c75ead4ad3431e82eb0b051d0c3d03	Erucamide	0.836169	10.3924	0	0	CCMSLIB00003270772	15	115	39	15	338.3409	0	338.3409	181321389.73124802
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4747947.150427775	4638966.575880885	5084779.125705106	5830077.499807293	1483161.2426044138	0.0	0.0	0.0	0.0	0.0	5807639.170629097	5782435.0503205	5900158.278472281	5375769.836952032	4686443.29286552	4181628.3214657754	5510612.649044255	4389684.5928975195	5354040.135173543	4805855.4342672955	5053847.571484739	4057196.7218906195	1469086.6133792785	1538407.2127916648	1441989.901642298	4356986.3188850945	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"116","main.cluster index_upperinput":"116"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"116","main.cluster index_upperinput":"116"}	N/A	N/A	4.3876	0	0	N/A	15	116	-1	15	251.1849	0	251.1849	65354794.78327642
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23260955.173470143	17971321.811056994	6858230.372940611	3799894.522942882	1497984.843063407	0.0	0.0	0.0	0.0	0.0	3368122.5341851166	3765808.9185032737	4265752.116140256	24217664.249555796	22781062.221977673	22784139.048876964	5169646.019834227	8648166.311969161	6756878.787018444	16171808.767211305	13531841.44228839	24210315.223671284	1605973.502499708	1517633.6781539058	1370347.3485366073	10677677.344694808	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"117","main.cluster index_upperinput":"117"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"117","main.cluster index_upperinput":"117"}	Gallacetophenone	0.685772	0.2967	0	0	CCMSLIB00003344224	15	117	-1	15	169.0582	0	169.0582	160165160.17042214
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1615830.7549363354	3740280.4447753294	4106911.831689478	3390091.35588104	2599256.940609437	0.0	0.0	0.0	0.0	0.0	2596090.5724562476	3439974.2997480673	4134209.1954388046	609145.8310386552	1854774.359954427	2383572.073815924	4056871.7773220045	3292842.174930394	4971021.5428160345	2988152.7872184324	3442877.560490776	4789810.98661678	2068026.1929550783	3058361.6347358804	2671382.994137352	3090474.265578324	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"118","main.cluster index_upperinput":"118"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"118","main.cluster index_upperinput":"118"}	N/A	N/A	0.5889	0	0	N/A	15	118	-1	15	196.1541	0	196.1541	46357113.983674854
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14489312.766349345	6236849.7395967785	1789314.008776537	2403185.095190225	2060226.0324484752	0.0	0.0	0.0	0.0	0.0	2425656.5430381233	2429653.7870985856	2354244.955433966	17127078.835350085	13959330.248911863	12381529.214786086	1926634.906614769	1902940.9866616416	1538366.1330532	6981494.257079409	6313732.539234181	5415322.422476744	1975474.4725970987	2117121.871512276	2088081.7532360507	5395777.528472272	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"119","main.cluster index_upperinput":"119"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=b9c75ead4ad3431e82eb0b051d0c3d03	N/A	N/A	3.3202	0	0	N/A	15	119	22	15	300.2007	0	300.2007	80936662.92708407
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3019189.5583283133	2060938.5028878958	2632751.6218579463	1946243.5607292356	38332.91961035201	0.0	0.0	0.0	0.0	0.0	1449834.3556861996	3307397.0566655616	1081499.269835946	3709968.8966986625	3398069.22462686	1949530.5536594174	2727852.3836713233	2975222.7831521397	2195179.698750376	2719985.888685073	2694461.04651507	768368.5734635444	19976.25084765478	20527.544181641268	74494.96380175996	1939491.2326827487	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"120","main.cluster index_upperinput":"120"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"120","main.cluster index_upperinput":"120"}	N/A	N/A	4.5135	0	0	N/A	15	120	-1	15	267.1561	0	267.1561	29092368.49024123
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5221218.035464971	4802479.790261079	5316963.410232452	4460496.114647145	4693423.690685821	0.0	0.0	0.0	0.0	0.0	2917641.14014587	5574144.643475102	4889702.560320465	5950617.084143758	5586926.120324796	4126110.901926359	7029927.955506696	3039558.257503162	5881404.017687496	2309153.7484040097	6717975.400603195	5380310.221776033	5688949.781028255	3892760.063425772	4498561.227603435	4898916.208258294	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"121","main.cluster index_upperinput":"121"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"121","main.cluster index_upperinput":"121"}	N/A	N/A	8.0752	0	0	N/A	15	121	-1	15	365.1357	0	365.1357	73483743.12387441
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11151113.710868303	7728694.537217823	5292236.250371838	5049564.13845821	5633212.670377792	0.0	0.0	0.0	0.0	0.0	4730541.562618676	4647745.8056017505	5770405.047154205	6844287.949716144	10610536.168496836	15998517.01439193	5189244.264278647	4134706.6158562116	6552757.870980655	5674019.384422622	7223257.777307293	10288806.449923554	5804749.5506508555	5816843.304516002	5278045.155966519	6970964.261458794	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"122","main.cluster index_upperinput":"122"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"122","main.cluster index_upperinput":"122"}	N/A	N/A	1.9024	0	0	N/A	15	122	-1	15	284.2060	0	284.2060	104564463.9218819
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3077081.8788503166	2890836.4507880635	2855695.036379026	3066957.785716141	1977500.3054720338	0.0	0.0	0.0	0.0	0.0	3088140.602674662	3217588.522289049	2895144.232184712	3255166.7825888963	3517973.406922618	2458105.4470394356	2949570.017413123	2939578.258853047	2677936.832870907	2892365.347076633	3125644.125503714	2654499.879783843	1944263.4842579956	1927380.3346878702	2060857.0974702358	2773614.291441116	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"123","main.cluster index_upperinput":"123"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"123","main.cluster index_upperinput":"123"}	N/A	N/A	5.8545	0	0	N/A	15	123	-1	15	261.1092	0	261.1092	41604214.37161675
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10454084.909375198	7907273.67634011	5511363.0397055615	2837912.8182978183	2157987.7071081903	0.0	0.0	0.0	0.0	0.0	2702505.6864415193	2889021.925267784	2922210.843184151	9912814.620159525	8498217.217504462	12951222.890461607	5010366.951942581	5087455.528499998	6436266.638674106	8661701.145142578	4232869.58339226	10827250.300485492	2550490.336248437	2321371.478046409	1602101.3070297244	5773724.430165376	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"124","main.cluster index_upperinput":"124"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=b9c75ead4ad3431e82eb0b051d0c3d03	N-Acetyl-L-carnosine	0.973235	0.2759	0	0	CCMSLIB00003370699	15	124	9	15	156.0767	0	156.0767	86605866.45248063
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2544675.9962202464	3628487.1809464195	3434789.6386567596	3266466.2280998197	1650360.4271638766	0.0	0.0	0.0	0.0	0.0	4942704.680402493	1808618.5878541935	3048075.416042772	2294955.887792773	2748712.6089910776	2590359.4918768886	3580391.4552976433	2976493.454572529	3747484.0061001065	2862238.0486417147	3156536.501552122	4866686.992645422	3038126.4120691875	756426.0013982727	1156528.86802417	2904955.8942174246	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"125","main.cluster index_upperinput":"125"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"125","main.cluster index_upperinput":"125"}	N/A	N/A	12.7845	0	0	N/A	15	125	-1	15	180.1130	0	180.1130	43574338.41326136
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6976147.441793444	4452329.505635542	3026292.7384528182	3253336.3487001513	3453099.564654276	0.0	0.0	0.0	0.0	0.0	3054176.9441756015	3309892.060326634	3395940.041598218	7564252.296039576	6297336.355884662	7066853.673456093	3245636.552664055	3022859.178167788	2810382.4845266123	4210345.548852325	4476718.137976171	4669924.830078129	3224893.8240535855	3752545.602117377	3381859.267791865	4232241.119847246	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"126","main.cluster index_upperinput":"126"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"126","main.cluster index_upperinput":"126"}	N/A	N/A	4.4648	0	0	N/A	15	126	-1	15	163.1327	0	163.1327	63483616.79770869
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1576347.7668828357	912713.782927274	1107864.4462792007	1208201.4546619125	838161.0953747525	0.0	0.0	0.0	0.0	0.0	3134662.1959955487	158596.60600879177	331345.561981397	1575737.3416313366	1450595.791505954	1702710.1675112166	2313402.3287875666	346799.87623288983	663391.133817146	842445.9411612815	531009.9065305053	1364685.5010900353	2321934.033093011	24395.839933594725	168153.41309765197	1128657.7092251952	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"127","main.cluster index_upperinput":"127"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=88&task=b9c75ead4ad3431e82eb0b051d0c3d03	N/A	N/A	9.6887	0	0	N/A	15	127	88	15	559.1310	0	559.1310	16929865.638377924
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2514215.735903832	3220062.5638103792	2925727.8217191324	2386974.3405546327	1698425.9880048453	0.0	0.0	0.0	0.0	0.0	3265746.8124429025	1547383.177588172	2347793.031632824	2477814.791961695	1818754.382150467	3246078.033599334	2692056.64966984	2405533.1615809062	3679593.6539066504	2470580.1038995534	2865853.0356339067	4323754.551897678	2904359.5633059973	989503.2640472483	1201415.1366612904	2549081.2899985644	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"128","main.cluster index_upperinput":"128"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"128","main.cluster index_upperinput":"128"}	N/A	N/A	9.5209	0	0	N/A	15	128	-1	15	377.2288	0	377.2288	38236219.34997847
SAMPLES	1,125,5,625,25	L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_1_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6993253.728970242	2749290.164858869	2227010.3433090365	2392691.6906530266	1238243.801439608	0.0	0.0	0.0	0.0	0.0	3195063.4779832736	1057051.5568567822	2925960.037119024	5534160.846562514	7472843.949415929	7972756.390932282	2044976.7519637558	2272296.0012933374	2363758.276670017	2283143.863606568	2218994.47048438	3745732.1604856583	1110528.9712213592	799357.9639531228	1804844.4691443418	3120097.945846156	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b9c75ead4ad3431e82eb0b051d0c3d03&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"129","main.cluster index_upperinput":"129"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=b9c75ead4ad3431e82eb0b051d0c3d03	N/A	N/A	11.9687	0	0	N/A	15	129	24	15	706.4953	0	706.4953	46801469.187692344
