#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
1362	M+H	10066907	1	Acetaminophen sulfate	Isolated	NIST	0.0	spectra/specs_ms.pklbin1362	InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)	N/A	HCD	Positive	ESI	232.027	lib-00000.mgf	Bronze	3	0.932363	1.7756	0.000411987	1	NIST17	NIST	232.027	N/A	59.4655	4	CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O	1	232.027	spectra/specs_ms.pklbin	CCMSLIB00003595541	5982.39	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1365	M+H	25518494	1	Isobutyryl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1365	InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1	N/A	HCD	Positive	ESI	232.154	lib-00000.mgf	Bronze	3	0.906199	1.24881	0.000289917	1	NIST17	NIST	232.154	N/A	63.3158	6	CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	232.154	spectra/specs_ms.pklbin	CCMSLIB00003578718	8982.24	UPDATE-SINGLE-ANNOTATED-BRONZE	 
142	M+H-C7H8O2	317321418	1	1,3-Benzenediol, 5-methyl-4-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-	Isolated	NIST	0.0	spectra/specs_ms.pklbin142	InChI=1S/C17H22O2/c1-10(2)14-6-5-11(3)7-15(14)17-12(4)8-13(18)9-16(17)19/h7-9,14-15,18-19H,1,5-6H2,2-4H3/t14-,15+/m0/s1	N/A	HCD	Positive	ESI	135.117	lib-00000.mgf	Bronze	3	0.715217	1.46809	0.000198364	1	NIST17	NIST	135.117	N/A	192.847	4	CC1=CC(C(CC1)C(=C)C)C2=C(C=C(C=C2C)O)O	1	135.117	spectra/specs_ms.pklbin	CCMSLIB00003593215	4963.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1432	M+H	37942077	1	3,5-Di-tert-butyl-2-hydroxybenzaldehyde	Isolated	NIST	0.0	spectra/specs_ms.pklbin1432	InChI=1S/C15H22O2/c1-14(2,3)11-7-10(9-16)13(17)12(8-11)15(4,5)6/h7-9,17H,1-6H3	N/A	HCD	Positive	ESI	235.169	lib-00000.mgf	Bronze	3	0.883511	1.2328	0.000289917	1	NIST17	NIST	235.169	N/A	472.338	3	CC(C)(C)C1=CC(=C(C(=C1)C=O)O)C(C)(C)C	1	235.169	spectra/specs_ms.pklbin	CCMSLIB00003663613	15923.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
145	M+H-H2O	104143	1	DL-Octopamine	Isolated	NIST	0.0	spectra/specs_ms.pklbin145	InChI=1S/C8H11NO2/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8,10-11H,5,9H2	N/A	HCD	Positive	ESI	136.076	lib-00000.mgf	Bronze	3	0.926491	5.15819	0.000701904	1	NIST17	NIST	136.076	N/A	28.2343	3	C1=CC(=CC=C1C(CN)O)O	1	136.075	spectra/specs_ms.pklbin	CCMSLIB00003442167	8987.17	UPDATE-SINGLE-ANNOTATED-BRONZE	 
146	M+H-C3H4O3	537553	1	N-Acetyl-L-tyrosine	Isolated	NIST	0.0	spectra/specs_ms.pklbin146	InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1	N/A	HCD	Positive	ESI	136.076	lib-00000.mgf	Bronze	3	0.739495	2.24269	0.000305176	1	NIST17	NIST	136.076	N/A	26.8883	3	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	1	136.076	spectra/specs_ms.pklbin	CCMSLIB00003445295	5000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1464	M+H-H2O	357399430	1	Hydroxybupropion	Isolated	NIST	0.0	spectra/specs_ms.pklbin1464	InChI=1S/C13H18ClNO2/c1-9-13(16,17-8-12(2,3)15-9)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3	N/A	HCD	Positive	ESI	238.099	lib-00000.mgf	Bronze	3	0.857566	1.28172	0.000305176	1	NIST17	NIST	238.099	N/A	248.285	11	CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O	1	238.099	spectra/specs_ms.pklbin	CCMSLIB00003373393	5964.86	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1503	M+H	4792158	1	Pentaethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.pklbin1503	InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2	N/A	HCD	Positive	ESI	239.149	lib-00000.mgf	Bronze	3	0.868494	0.446632	0.000106812	1	NIST17	NIST	239.149	N/A	110.464	3	C(COCCOCCOCCOCCO)O	1	239.149	spectra/specs_ms.pklbin	CCMSLIB00003440924	13824.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1504	M+H	4792158	1	Pentaethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.pklbin1504	InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2	N/A	HCD	Positive	ESI	239.149	lib-00000.mgf	Bronze	3	0.957332	3.76447	0.000900269	1	NIST17	NIST	239.149	N/A	763.796	6	C(COCCOCCOCCOCCO)O	1	239.148	spectra/specs_ms.pklbin	CCMSLIB00003440923	5970.44	UPDATE-SINGLE-ANNOTATED-BRONZE	 
155	M+H-C6H9ON	6483154	1	Sophocarpine	Isolated	NIST	0.0	spectra/specs_ms.pklbin155	InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,7,11-13,15H,2-6,8-10H2/t11?,12?,13-,15?/m1/s1	N/A	IT-FT/ion trap with FTMS	Positive	ESI	136.112	lib-00000.mgf	Bronze	3	0.746012	0.784732	0.000106812	1	NIST17	NIST	136.112	N/A	747.051	3	C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4	1	136.112	spectra/specs_ms.pklbin	CCMSLIB00003384829	10864.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1577	M+H	56893	1	L-Cystine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1577	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	N/A	HCD	Positive	ESI	241.031	lib-00000.mgf	Bronze	3	0.775218	4.55805	0.00109863	1	NIST17	NIST	241.031	N/A	21.0266	4	C(C(C(=O)[O-])[NH3+])SSCC(C(=O)[O-])[NH3+]	1	241.03	spectra/specs_ms.pklbin	CCMSLIB00003306692	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
158	M+H-C6H9ON	6483154	1	Sophocarpine	Isolated	NIST	0.0	spectra/specs_ms.pklbin158	InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,7,11-13,15H,2-6,8-10H2/t11?,12?,13-,15?/m1/s1	N/A	HCD	Positive	ESI	136.112	lib-00000.mgf	Bronze	3	0.746298	0.784732	0.000106812	1	NIST17	NIST	136.112	N/A	706.354	3	C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4	1	136.112	spectra/specs_ms.pklbin	CCMSLIB00003384822	999.999	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1586	M+H	86879392	1	2-Furanpropanoic acid, 3-carboxy-4-methyl-5-propyl-	Isolated	NIST	0.0	spectra/specs_ms.pklbin1586	InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)	N/A	HCD	Positive	ESI	241.107	lib-00000.mgf	Bronze	3	0.948656	0	0	1	NIST17	NIST	241.107	N/A	351.699	3	CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C	1	241.107	spectra/specs_ms.pklbin	CCMSLIB00003593393	5972.96	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1595	M+H	92264829	1	threo-Dihydrobupropion	Isolated	NIST	0.0	spectra/specs_ms.pklbin1595	InChI=1S/C13H20ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,12,15-16H,1-4H3/t9-,12+/m0/s1	N/A	IT-FT/ion trap with FTMS	Positive	ESI	242.131	lib-00000.mgf	Bronze	3	0.857185	2.45773	0.000595093	1	NIST17	NIST	242.131	N/A	278.948	3	CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C	1	242.13	spectra/specs_ms.pklbin	CCMSLIB00003373228	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1597	M+H	143271	1	1-Hexadecylamine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1597	InChI=1S/C16H35N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h2-17H2,1H3	N/A	HCD	Positive	ESI	242.284	lib-00000.mgf	Bronze	3	0.843234	0.818726	0.000198364	1	NIST17	NIST	242.284	N/A	436.154	3	CCCCCCCCCCCCCCCCN	1	242.284	spectra/specs_ms.pklbin	CCMSLIB00003304930	63979.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 
16	M+H-C6H10O6	618655	1	Helicin	Isolated	NIST	0.0	spectra/specs_ms.pklbin16	InChI=1S/C13H16O7/c14-5-7-3-1-2-4-8(7)19-13-12(18)11(17)10(16)9(6-15)20-13/h1-5,9-13,15-18H,6H2/t9-,10-,11+,12-,13-/m1/s1	N/A	HCD	Positive	ESI	107.049	lib-00000.mgf	Bronze	3	0.691469	0.926511	9.91821e-05	1	NIST17	NIST	107.049	N/A	50.6177	3	C1=CC=C(C(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O	1	107.049	spectra/specs_ms.pklbin	CCMSLIB00003620600	2000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1608	M+H	143271	1	1-Hexadecylamine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1608	InChI=1S/C16H35N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h2-17H2,1H3	N/A	HCD	Positive	ESI	242.284	lib-00000.mgf	Bronze	3	0.71852	0.818726	0.000198364	1	NIST17	NIST	242.284	N/A	528.663	3	CCCCCCCCCCCCCCCCN	1	242.284	spectra/specs_ms.pklbin	CCMSLIB00003304930	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1654	M+H	0	1	Leu-Ile	Isolated	NIST	0.0	spectra/specs_ms.pklbin1654	InChI=1S/C12H24N2O3/c1-5-8(4)10(12(16)17)14-11(15)9(13)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)/t8-,9-,10-/m0/s1	N/A	HCD	Positive	ESI	245.186	lib-00000.mgf	Bronze	3	0.972378	0	0	1	NIST17	NIST	245.186	N/A	220.391	3	CCC(C)C(C(=O)O)NC(=O)C(CC(C)C)N	1	245.186	spectra/specs_ms.pklbin	CCMSLIB00003737297	8990.03	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1658	M+H	256928753	1	2-Methylbutyryl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1658	InChI=1S/C12H23NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3/t9?,10-/m1/s1	N/A	HCD	Positive	ESI	246.17	lib-00000.mgf	Bronze	3	0.920918	0	0	1	NIST17	NIST	246.17	N/A	149.689	5	CCC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	246.17	spectra/specs_ms.pklbin	CCMSLIB00003578767	7988.55	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1669	M+H	0	1	Glu-Val	Isolated	NIST	0.0	spectra/specs_ms.pklbin1669	InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1	N/A	HCD	Positive	ESI	247.129	lib-00000.mgf	Bronze	3	0.747455	3.2107	0.000793457	1	NIST17	NIST	247.129	N/A	41.6032	6	CC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	1	247.128	spectra/specs_ms.pklbin	CCMSLIB00003727982	8963.53	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1670	M+H	0	1	Asp-Leu	Isolated	NIST	0.0	spectra/specs_ms.pklbin1670	InChI=1S/C10H18N2O5/c1-5(2)3-7(10(16)17)12-9(15)6(11)4-8(13)14/h5-7H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,7-/m0/s1	N/A	Q-TOF	Positive	ESI	247.129	lib-00000.mgf	Bronze	3	0.693024	3.64291	0.000900269	1	NIST17	NIST	247.129	N/A	71.8504	7	CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)N	1	247.128	spectra/specs_ms.pklbin	CCMSLIB00003212891	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
17	M+H-CH3	95807	1	2,4-Diaminotoluene	Isolated	NIST	0.0	spectra/specs_ms.pklbin17	InChI=1S/C7H10N2/c1-5-2-3-6(8)4-7(5)9/h2-4H,8-9H2,1H3	N/A	HCD	Positive	ESI	108.068	lib-00000.mgf	Bronze	3	0.776759	118.463	0.0128021	1	NIST17	NIST	108.068	N/A	765.939	9	CC1=C(C=C(C=C1)N)N	1	108.081	spectra/specs_ms.pklbin	CCMSLIB00003367180	2000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1729	M+H	875668578	1	3-Hydroxybutyrylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1729	InChI=1S/C11H21NO5/c1-8(13)5-11(16)17-9(6-10(14)15)7-12(2,3)4/h8-9,13H,5-7H2,1-4H3/t8?,9-/m1/s1	N/A	HCD	Positive	ESI	248.149	lib-00000.mgf	Bronze	3	0.687423	0.799375	0.000198364	1	NIST17	NIST	248.149	N/A	26.6304	7	CC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	1	248.149	spectra/specs_ms.pklbin	CCMSLIB00003578265	8955.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1798	252.0	66267821	1	7-Hydroxy-3-(4-methoxyphenyl)coumarin	Isolated	NIST	0.0	spectra/specs_ms.pklbin1798	InChI=1S/C16H12O4/c1-19-13-6-3-10(4-7-13)14-8-11-2-5-12(17)9-15(11)20-16(14)18/h2-9,17H,1H3	N/A	IT/ion trap	Negative	ESI	252.0	lib-00000.mgf	Bronze	3	0.729149	19.8606	0.00500488	1	NIST17	NIST	252.0	N/A	82.7721	3	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O	1	251.995	spectra/specs_ms.pklbin	CCMSLIB00003273946	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
183	M+H-C6H9ON	6483154	1	Sophocarpine	Isolated	NIST	0.0	spectra/specs_ms.pklbin183	InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,7,11-13,15H,2-6,8-10H2/t11?,12?,13-,15?/m1/s1	N/A	IT-FT/ion trap with FTMS	Positive	ESI	136.112	lib-00000.mgf	Bronze	3	0.660847	0.784732	0.000106812	1	NIST17	NIST	136.112	N/A	705.859	3	C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4	1	136.112	spectra/specs_ms.pklbin	CCMSLIB00003384829	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1858	M+H	357399430	1	Hydroxybupropion	Isolated	NIST	0.0	spectra/specs_ms.pklbin1858	InChI=1S/C13H18ClNO2/c1-9-13(16,17-8-12(2,3)15-9)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3	N/A	HCD	Positive	ESI	256.11	lib-00000.mgf	Bronze	3	0.764692	3.45559	0.00088501	1	NIST17	NIST	256.11	N/A	248.13	13	CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O	1	256.109	spectra/specs_ms.pklbin	CCMSLIB00003373380	2989.33	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1866	M+H-2H2O	6038319	1	5.beta.-Androstane-3.beta.,17.beta.-diol	Isolated	NIST	0.0	spectra/specs_ms.pklbin1866	InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13+,14+,15+,16+,17+,18+,19+/m1/s1	N/A	HCD	Positive	ESI	257.226	lib-00000.mgf	Bronze	3	0.883542	1.54233	0.000396729	1	NIST17	NIST	257.226	N/A	353.943	23	CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O	1	257.226	spectra/specs_ms.pklbin	CCMSLIB00003496711	2972.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
19	M+H-CO	23787806	1	2-Acetyl-3-methylpyrazine	Isolated	NIST	0.0	spectra/specs_ms.pklbin19	InChI=1S/C7H8N2O/c1-5-7(6(2)10)9-4-3-8-5/h3-4H,1-2H3	N/A	HCD	Positive	ESI	109.076	lib-00000.mgf	Bronze	3	0.752231	0	0	1	NIST17	NIST	109.076	N/A	655.169	7	CC1=NC=CN=C1C(=O)C	1	109.076	spectra/specs_ms.pklbin	CCMSLIB00003711554	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1903	M+H	0	1	Gln-Leu	Isolated	NIST	0.0	spectra/specs_ms.pklbin1903	N/A	N/A	HCD	Positive	ESI	260.16	lib-00000.mgf	Bronze	3	0.716223	1.87685	0.000488281	1	NIST17	NIST	260.16	N/A	55.9343	6	N/A	1	260.16	spectra/specs_ms.pklbin	CCMSLIB00003736729	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1904	M+H	22671290	1	Hexanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1904	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1	N/A	HCD	Positive	ESI	260.186	lib-00000.mgf	Bronze	3	0.955758	2.34583	0.000610352	1	NIST17	NIST	260.186	N/A	247.145	6	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	260.185	spectra/specs_ms.pklbin	CCMSLIB00003578206	7984.26	UPDATE-SINGLE-ANNOTATED-BRONZE	 
194	M+H	15986808	1	3-Propyl-2-methylpyrazine	Isolated	NIST	0.0	spectra/specs_ms.pklbin194	InChI=1S/C8H12N2/c1-3-4-8-7(2)9-5-6-10-8/h5-6H,3-4H2,1-2H3	N/A	HCD	Positive	ESI	137.107	lib-00000.mgf	Bronze	3	0.701478	2.22582	0.000305176	1	NIST17	NIST	137.107	N/A	635.869	3	CCCC1=NC=CN=C1C	1	137.107	spectra/specs_ms.pklbin	CCMSLIB00003377686	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1962	M+H	0	1	Glu-Leu	Isolated	NIST	0.0	spectra/specs_ms.pklbin1962	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t7-,8-/m0/s1	N/A	HCD	Positive	ESI	261.145	lib-00000.mgf	Bronze	3	0.724927	24.8914	0.00650024	1	NIST17	NIST	261.145	N/A	90.9448	5	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	1	261.138	spectra/specs_ms.pklbin	CCMSLIB00003736381	14911.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 
