G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"11","main.cluster index_upperinput":"11"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	276.5579	0	0	N/A	19	11	3	19	218.2114	0	218.2114	146729930.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"12","main.cluster index_upperinput":"12"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	770.4954	0	0	N/A	19	12	6	19	140.0687	0	140.0687	230488910.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"13","main.cluster index_upperinput":"13"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"13","main.cluster index_upperinput":"13"}	N/A	N/A	6.4239	0	0	N/A	17	13	-1	17	287.8876	0	287.8876	29344290.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"14","main.cluster index_upperinput":"14"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	16.3212	0	0	N/A	19	14	4	19	151.0351	0	151.0351	258061540.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"15","main.cluster index_upperinput":"15"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	759.3515	0	0	N/A	19	15	4	19	173.0576	0	173.0576	129748130.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"16","main.cluster index_upperinput":"16"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	568.6316	0	0	N/A	19	16	61	19	554.1752	0	554.1752	223347930.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"17","main.cluster index_upperinput":"17"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	762.7050	0	0	N/A	19	17	6	19	139.0715	0	139.0715	148284090.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"18","main.cluster index_upperinput":"18"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"18","main.cluster index_upperinput":"18"}	N/A	N/A	34.8842	0	0	N/A	19	18	-1	19	173.0622	0	173.0622	190272340.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"19","main.cluster index_upperinput":"19"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	755.9102	0	0	N/A	19	19	3	19	217.0949	0	217.0949	490624530.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"20","main.cluster index_upperinput":"20"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=250&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	20.6967	0	0	N/A	19	20	250	19	186.0442	0	186.0442	205897050.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"21","main.cluster index_upperinput":"21"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	L-Carnitine	0.986533	20.6643	0	0	CCMSLIB00003446004	18	21	3	18	162.1048	0	162.1048	3615086492.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"22","main.cluster index_upperinput":"22"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=150&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	25.8265	0	0	N/A	19	22	150	19	149.9581	0	149.9581	102182610.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"23","main.cluster index_upperinput":"23"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=164&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	9.3888	0	0	N/A	19	23	164	19	139.9823	0	139.9823	65550373.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"24","main.cluster index_upperinput":"24"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	8.5358	0	0	N/A	16	24	5	16	143.9764	0	143.9764	145287744.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"25","main.cluster index_upperinput":"25"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"25","main.cluster index_upperinput":"25"}	Tris(2-butoxyethyl) phosphate	0.981554	468.5133	0	0	CCMSLIB00003265641	19	25	-1	19	399.2515	0	399.2515	164505070.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"26","main.cluster index_upperinput":"26"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=151&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	728.4547	0	0	N/A	19	26	151	19	141.0104	0	141.0104	60231910.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"27","main.cluster index_upperinput":"27"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"27","main.cluster index_upperinput":"27"}	N/A	N/A	304.5926	0	0	N/A	19	27	-1	19	186.2214	0	186.2214	61735400.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"28","main.cluster index_upperinput":"28"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=100&task=19490658762846319435ea3bd2fbb6bb	N-Acetyl-L-alanine	0.954587	22.2380	0	0	CCMSLIB00003472595	16	28	100	16	132.0611	0	132.0611	313698800.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"29","main.cluster index_upperinput":"29"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	753.6715	0	0	N/A	18	29	58	18	205.0142	0	205.0142	212256740.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"30","main.cluster index_upperinput":"30"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=155&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	18.7993	0	0	N/A	16	30	155	16	156.0492	0	156.0492	127437520.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"31","main.cluster index_upperinput":"31"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=273&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	774.5583	0	0	N/A	18	31	273	18	156.9866	0	156.9866	211357920.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"32","main.cluster index_upperinput":"32"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	10.3796	0	0	N/A	19	32	5	19	165.9827	0	165.9827	27465160.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"33","main.cluster index_upperinput":"33"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=254&task=19490658762846319435ea3bd2fbb6bb	1-Palmitoyl-sn-glycero-3-phosphocholine	0.870528	436.2333	0	0	CCMSLIB00003498325	19	33	254	19	496.3391	0	496.3391	19646336218.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"34","main.cluster index_upperinput":"34"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	394.5615	0	0	N/A	19	34	3	19	302.3043	0	302.3043	144851940.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"35","main.cluster index_upperinput":"35"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	758.7879	0	0	N/A	19	35	30	19	186.9766	0	186.9766	556230950.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"36","main.cluster index_upperinput":"36"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	7.2062	0	0	N/A	18	36	30	18	186.9727	0	186.9727	61730205.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"37","main.cluster index_upperinput":"37"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"37","main.cluster index_upperinput":"37"}	N/A	N/A	757.0249	0	0	N/A	19	37	-1	19	261.1193	0	261.1193	285132150.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"38","main.cluster index_upperinput":"38"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	748.4685	0	0	N/A	19	38	5	19	143.9928	0	143.9928	91300070.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"39","main.cluster index_upperinput":"39"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=74&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	750.2911	0	0	N/A	19	39	74	19	166.0300	0	166.0300	120655420.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"40","main.cluster index_upperinput":"40"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=155&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	767.0570	0	0	N/A	19	40	155	19	110.0630	0	110.0630	532319090.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"41","main.cluster index_upperinput":"41"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	322.5960	0	0	N/A	19	41	3	19	246.2423	0	246.2423	629916400.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"42","main.cluster index_upperinput":"42"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=105&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	787.1721	0	0	N/A	19	42	105	19	122.5469	0	122.5469	682638279.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"43","main.cluster index_upperinput":"43"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=187&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	730.8135	0	0	N/A	19	43	187	19	136.1079	0	136.1079	144085750.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"44","main.cluster index_upperinput":"44"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	359.5496	0	0	N/A	19	44	3	19	230.2475	0	230.2475	113220670.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"45","main.cluster index_upperinput":"45"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=197&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	8.6074	0	0	N/A	16	45	197	16	230.8996	0	230.8996	11683259.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"46","main.cluster index_upperinput":"46"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	766.1362	0	0	N/A	19	46	30	19	158.9819	0	158.9819	1476359838.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"47","main.cluster index_upperinput":"47"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"47","main.cluster index_upperinput":"47"}	N/A	N/A	352.6748	0	0	N/A	19	47	-1	19	290.2681	0	290.2681	66948070.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"48","main.cluster index_upperinput":"48"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	15.8214	0	0	N/A	17	48	3	17	162.9903	0	162.9903	81632274.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"49","main.cluster index_upperinput":"49"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	745.1754	0	0	N/A	19	49	70	19	131.5333	0	131.5333	307512020.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"50","main.cluster index_upperinput":"50"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	814.8849	0	0	N/A	18	50	70	18	130.9662	0	130.9662	1729465304.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"51","main.cluster index_upperinput":"51"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	745.4424	0	0	N/A	18	51	58	18	181.0142	0	181.0142	169055600.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"52","main.cluster index_upperinput":"52"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	798.1198	0	0	N/A	18	52	5	18	167.0126	0	167.0126	4491600000.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"53","main.cluster index_upperinput":"53"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	822.5511	0	0	N/A	18	53	30	18	158.0027	0	158.0027	1263104916.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"54","main.cluster index_upperinput":"54"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=74&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	770.5154	0	0	N/A	18	54	74	18	166.1006	0	166.1006	203285860.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"55","main.cluster index_upperinput":"55"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=155&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	796.3725	0	0	N/A	18	55	155	18	110.0256	0	110.0256	1983493316.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"56","main.cluster index_upperinput":"56"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	799.9854	0	0	N/A	18	56	58	18	154.9900	0	154.9900	1607561908.0
