"SUID","Adduct","AllGroups","ATTRIBUTE_ALL_SAMPLES","ATTRIBUTE_Dilution","ATTRIBUTE_FILENAME","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:125","GNPSGROUP:25","GNPSGROUP:5","GNPSGROUP:625","GNPSGROUP:BLANKS","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_02","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_04","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_06","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_08","GNPSGROUP:L_C18_Polar_16_MS2_DF_125_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_125_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_125_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_1_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_1_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_1_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_25_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_25_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_25_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_5_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_5_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_5_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_625_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_625_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_625_03","GNPSGROUP:SAMPLES","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"72",,"N/A","SAMPLES,BLANKS","625,5,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_Blk_no_inj_06,L_C18_Polar_16_Blk_no_inj_04,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_125_02","0","418","71",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","9467880.0","2071210.0","0.0","1164770.0","6525660.0","1482553.0","9467880.0","2319350.0","3284610.0","3863920.0","0.0","2007780.0","2279260.0","2238620.0","2071210.0","0.0","0.0","0.0","1164770.0","0.0","0.0","0.0","0.0","286573.0","0.0","1195980.0","1.1244193E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""418"",""main.cluster index_upperinput"":""418""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"418","10","565.5514",,"565.5514","644.0094","0.0","false","418",,,,"2.0712073E7","N/A"
"73",,"N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_Blk_no_inj_08,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_25_01","0","458","105",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","5633280.0","3946400.0","5318810.0","2535050.0","2187900.0","1.589612E7","5633280.0","3681740.0","0.0","0.0","1951540.0","2187900.0","0.0","0.0","3946400.0","0.0","0.0","2535050.0","0.0","0.0","3384300.0","0.0","1934510.0","2091720.0","0.0","1.38044E7","2.988428E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""458"",""main.cluster index_upperinput"":""458""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=105&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"458","9","796.6033",,"796.6033","749.31","0.0","false","458",,,,"3.551756E7","N/A"
"74",,"N/A","SAMPLES","1","L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","1263","15",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.733475E7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9111580.0","8789060.0","9434110.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.733475E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1263"",""main.cluster index_upperinput"":""1263""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1263","3","420.3315",,"420.3315","424.4024","0.0","false","1263",,,,"2.733475E7","N/A"
"75",,"N/A","SAMPLES","125,1","L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_1_01","0","1521","20",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3531310.0","3531310.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3531310.0","0.0","0.0","0.0","0.0","0.0","3531310.0","0.0","0.0","0.0","0.0","0.0","7062620.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1521"",""main.cluster index_upperinput"":""1521""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1521","2","425.7845",,"425.7845","766.7782","0.0","false","1521",,,,"7062620.0","N/A"
"76",,"N/A","SAMPLES","625,1","L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_1_01","0","1534","29",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6727830.0","0.0","0.0","0.0","6727830.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6727830.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6727830.0","0.0","0.0","1.345566E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1534"",""main.cluster index_upperinput"":""1534""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1534","2","769.5578",,"769.5578","755.5775","0.0","false","1534",,,,"1.345566E7","N/A"
"77",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","1110","30",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5517230.0","0.0","1409500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1731680.0","1590130.0","2195420.0","0.0","1409500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6926730.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1110"",""main.cluster index_upperinput"":""1110""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1110","4","358.2794",,"358.2794","449.4953","0.0","false","1110",,,,"6926730.0","N/A"
"78",,"N/A","SAMPLES","5,1","L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_125_02","0","1578","14",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1379930.0","0.0","0.0","1379930.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1379930.0","0.0","1379930.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2759860.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1578"",""main.cluster index_upperinput"":""1578""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1578","2","846.7539",,"846.7539","618.8375","0.0","false","1578",,,,"2759860.0","N/A"
"79","M+Na","N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01","0","1367","127","Tris(2-butoxyethyl) phosphate","Isolated","NIST","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1907700.0","0.0","2417550.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1907700.0","0.0","0.0","0.0","2417550.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4325250.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003265665","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1367"",""main.cluster index_upperinput"":""1367""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=127&task=2c48a477ec094123987cdf90db4be8e4","InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3","HCD","ESI","Positive","3","420.224","0.927882","1.44897","1367","2","421.232","NIST","421.232","478.1774","0.0","false","1367","4","CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC","CCMSLIB00003265665","4325250.0","N/A"
"80",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","922","-1",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25284E7","0.0","5449610.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4494500.0","1005310.0","7028590.0","0.0","5449610.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.797801E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""922"",""main.cluster index_upperinput"":""922""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""922"",""main.cluster index_upperinput"":""922""}",,,,,,,,,"922","4","349.1831",,"349.1831","367.9931","0.0","false","922",,,,"1.797801E7","N/A"
"81",,"N/A","SAMPLES,BLANKS","25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","781","33",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","2936770.0","1.166463E8","0.0","4.85601E7","0.0","0.0","2936770.0","2936770.0","0.0","0.0","0.0","0.0","0.0","0.0","3.36286E7","3.15898E7","5.14279E7","0.0","4.85601E7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.652064E8",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""781"",""main.cluster index_upperinput"":""781""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=33&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"781","5","158.9785",,"158.9785","15.8512","0.0","false","781",,,,"1.6814317E8","N/A"
