row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_Blk_no_inj_02.mzML Peak area,L_C18_Polar_16_Blk_no_inj_04.mzML Peak area,L_C18_Polar_16_Blk_no_inj_06.mzML Peak area,L_C18_Polar_16_Blk_no_inj_08.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area
23,337.10389831752497,438.662849944002,1635883.0,2205855.0,0.0,6785878.0,5658925.0,562292.8125,5325152.0,5322356.0,3037810.0,0.0,332171.1875,371301.40625,0.0,713208.375,5370935.0,5221660.0,5321947.0,5310659.0,4753862.0
24,154.990017685039,778.768117056055,128140496.0,126818704.0,117547200.0,128606704.0,141620304.0,146272496.0,124307800.0,139281504.0,154342304.0,224998208.0,174171600.0,130357200.0,110826896.0,126469504.0,0.0,0.0,136315504.0,0.0,154974000.0
25,274.273376099605,367.07519556736,175751504.0,230991696.0,182542896.0,225633408.0,243015696.0,211532992.0,242925504.0,198698800.0,216429200.0,142947504.0,160143008.0,0.0,264166000.0,166932000.0,224491696.0,215930496.0,0.0,188755808.0,0.0
26,850.2504159839639,674.945930085539,4353471.0,6540131.0,6668758.0,3095132.0,2404606.0,3207693.0,3698522.0,4345905.0,9489764.0,0.0,1019729.0,0.0,0.0,1037939.0,2071988.0,2998574.0,4672019.0,2151602.0,3190935.0
27,524.370354314343,489.57861009772796,1609787008.0,1942926976.0,3754045952.0,53134420.0,57433620.0,74058336.0,363868512.0,374447008.0,836426880.0,0.0,4090199.0,0.0,5067332.0,0.0,2937568.0,2895979.0,18030630.0,10161430.0,10962910.0
28,643.135746945935,308.866734985669,6220859.0,8096439.0,7573799.0,4808927.0,3915603.0,3528439.0,3278530.0,5139596.0,5042894.0,0.0,0.0,0.0,0.0,4021543.0,5815280.0,5805501.0,4890618.0,5110706.0,4158465.0
29,279.09028109532,234.107154806039,3051708928.0,2910944000.0,3045652992.0,105188200.0,138717600.0,127225904.0,542967168.0,575188608.0,582591104.0,0.0,0.0,0.0,0.0,8082341.0,6008720.0,7026836.0,30080190.0,21826700.0,24125650.0
30,128.019057780859,14.661900713889999,11089360.0,14975660.0,13358990.0,14523680.0,11340500.0,9135637.0,9016602.0,11820990.0,7624442.0,0.0,0.0,0.0,0.0,3512450.0,1794381.0,3365608.0,9195635.0,8044828.0,1510356.0
31,132.101732577125,31.468644363312603,2740026880.0,2868327936.0,2446905088.0,260504192.0,236124400.0,174401104.0,1068244992.0,1037603968.0,703304896.0,0.0,0.0,0.0,0.0,20512340.0,13673530.0,17429780.0,51917808.0,59577200.0,56976512.0
32,333.06200285387797,308.93950502662,69143592.0,72623440.0,40141152.0,45699952.0,45889400.0,32895740.0,45037520.0,47413600.0,35635888.0,0.0,0.0,0.0,0.0,40507248.0,45889352.0,55355528.0,34614580.0,46681752.0,39148288.0
33,240.180301887748,59.96023547678799,6086919.0,10871210.0,17942390.0,12003190.0,11860860.0,15609560.0,11546560.0,13168350.0,21062100.0,0.0,0.0,0.0,0.0,0.0,7783701.0,8326782.0,12402170.0,12250750.0,9680346.0
34,272.94352239905703,15.8505907172661,2507726.0,4731938.0,3475304.0,1847227.0,3119726.0,2202472.0,2627559.0,3068995.0,3327256.0,0.0,0.0,0.0,0.0,2290371.0,2007946.0,2891282.0,2382960.0,0.0,1825171.0
35,110.008585660366,14.962446689395799,6779462.0,9742312.0,7634827.0,9271348.0,6226676.0,5287932.0,5709281.0,7161438.0,0.0,0.0,0.0,0.0,0.0,3105294.0,6174817.0,12849520.0,5787749.0,4738288.0,4548780.0
36,288.918412314309,783.8885090274609,37215620.0,39273352.0,41382848.0,41607928.0,0.0,42820232.0,40901888.0,42329260.0,43913168.0,32355910.0,0.0,0.0,0.0,39807260.0,0.0,39702288.0,40208140.0,41576720.0,43709600.0
37,138.10234202371,766.240968318139,15511830.0,16726780.0,14960500.0,21893290.0,27842500.0,27649730.0,21438530.0,23299580.0,32688450.0,0.0,0.0,0.0,0.0,23908630.0,0.0,9165045.0,14415200.0,15193130.0,34094080.0
38,520.3390237934971,440.77031931970396,2104240000.0,2795256064.0,4083816960.0,43521368.0,39115260.0,57374500.0,462951808.0,499995712.0,846219392.0,0.0,0.0,0.0,0.0,0.0,2209386.0,1741056.0,7708945.0,5439920.0,7055579.0
39,111.091483278065,765.816536434778,24362110.0,28083530.0,20108470.0,33602560.0,36515200.0,27118930.0,30879770.0,38527040.0,32224100.0,0.0,0.0,0.0,0.0,37576900.0,0.0,10252680.0,18445880.0,21992240.0,44555848.0
40,610.183549816939,710.445839650397,2719532.0,5193261.0,4144097.0,3853793.0,2342969.0,5075675.0,3403725.0,3175189.0,7972582.0,0.0,0.0,0.0,0.0,0.0,2260806.0,2238054.0,4598819.0,1514694.0,3682458.0
41,131.533297262752,768.4254309074789,1428271.0,1784928.0,2507040.0,1466155.0,0.0,4467382.0,2053207.0,2722001.0,4085670.0,31334260.0,33206190.0,0.0,846180.875,0.0,0.0,0.0,1567408.0,731323.0,0.0
42,110.01988076413099,775.8408961382539,159653296.0,136903808.0,123263504.0,0.0,235148496.0,0.0,158779008.0,160226896.0,0.0,643288512.0,577078976.0,140118896.0,0.0,175606592.0,122145504.0,140348192.0,0.0,130214704.0,0.0
43,217.10460865174701,59.9231099601726,22768410.0,19766460.0,13221970.0,16011750.0,12700320.0,9370856.0,24374260.0,20253640.0,12540170.0,0.0,0.0,0.0,0.0,0.0,0.0,8408998.0,13353790.0,14231570.0,15146760.0
44,166.086105463275,45.988699314413005,2752206080.0,0.0,2071948032.0,123663296.0,107444200.0,85599112.0,488798208.0,0.0,342348512.0,0.0,0.0,0.0,0.0,7585248.0,5237188.0,6996073.0,1940019.0,1994804.0,25930400.0
45,165.11327146436,768.0288304754581,52737840.0,41647940.0,45021560.0,65365328.0,82072168.0,66922800.0,64428580.0,63693128.0,80443368.0,0.0,0.0,0.0,0.0,74587400.0,21805770.0,0.0,0.0,40621780.0,78294208.0
46,171.992694188978,789.6091960232069,129748800.0,0.0,0.0,0.0,0.0,144803008.0,0.0,136308192.0,143247504.0,168913408.0,158814000.0,132597600.0,0.0,0.0,131966304.0,140436400.0,142515808.0,132933000.0,140046592.0
47,194.117178993871,780.4482356953059,66307280.0,0.0,0.0,68249136.0,0.0,63227120.0,72527872.0,71137504.0,0.0,8467292.0,8195036.0,0.0,0.0,0.0,57595120.0,56160752.0,59252512.0,63230620.0,69890080.0
48,522.3547295677599,463.192344016651,1530743040.0,1862369024.0,2849235968.0,32777880.0,31644520.0,41231648.0,251428000.0,242327008.0,474299712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800172.0,3033527.0,5209595.0
49,226.951232172924,16.326353871624598,98647112.0,122930096.0,168654896.0,184369600.0,149872096.0,201193504.0,178818800.0,187531008.0,247607600.0,0.0,0.0,0.0,0.0,31295080.0,0.0,0.0,98595800.0,0.0,69247312.0
50,205.096976023053,99.4020863556115,1552333952.0,1610569984.0,1333714944.0,62076928.0,56454840.0,54240072.0,311569792.0,307247616.0,256829104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12172120.0,11885970.0,10642200.0
51,337.234201016309,422.516955568459,47076472.0,46553592.0,35202488.0,36309320.0,33436460.0,24604970.0,20149870.0,24333500.0,14496740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11386800.0,13880490.0,14318910.0
52,780.5499701004879,766.148361967552,23787190.0,22530010.0,7413822.0,2784337.0,0.0,4043480.0,0.0,4402619.0,9266890.0,5032203.0,0.0,0.0,0.0,0.0,14230930.0,20431040.0,3327504.0,2360676.0,0.0
53,227.175214572846,98.711265587042,144504992.0,149036096.0,139826304.0,10899440.0,10435820.0,10720530.0,12657430.0,11099360.0,10951600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39848288.0,44049808.0,43303008.0
54,706.4951953395711,717.383900983898,6687763.0,9140081.0,7538678.0,2297441.0,1949126.0,2689918.0,2104994.0,2343052.0,3964279.0,0.0,0.0,0.0,0.0,0.0,0.0,1825559.0,3144567.0,0.0,3724314.0
55,758.5682618905969,768.410904997964,38876648.0,41570180.0,42895720.0,3421195.0,0.0,6114021.0,0.0,6682036.0,13189130.0,0.0,909677824.0,0.0,0.0,0.0,24073540.0,31651900.0,5596720.0,1721562.0,0.0
56,924.26921803377,705.493136504404,3573884.0,4811564.0,4755683.0,1970915.0,1568649.0,1603337.0,4246888.0,953753.3125,6444577.0,0.0,0.0,0.0,0.0,0.0,0.0,922687.125,2653924.0,0.0,1896021.0
57,332.278846905959,422.62692365724604,45763900.0,48572900.0,28717880.0,15750220.0,13748030.0,11562220.0,10680680.0,12377250.0,8597299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019319.0,3602212.0,3506905.0
58,681.649663324224,617.9492182480429,1903941.0,1700516.0,2872858.0,2692403.0,2949675.0,7516286.0,1345127.0,4144701.0,7610203.0,0.0,0.0,0.0,0.0,2327739.0,0.0,0.0,2486151.0,0.0,3745118.0
59,137.987262567351,784.128163996964,100294096.0,105969200.0,94110800.0,0.0,0.0,117167904.0,0.0,111580400.0,134661696.0,0.0,0.0,0.0,0.0,96108912.0,103141104.0,113888304.0,116266400.0,108537800.0,118656200.0
60,701.6176786566091,612.6172714174639,1995814.0,2277994.0,2789937.0,3172330.0,3241234.0,8900374.0,3060404.0,0.0,14371450.0,0.0,0.0,0.0,0.0,2048866.0,0.0,0.0,2709674.0,1175376.0,2748862.0
61,173.078255821808,36.0218876298077,37200208.0,30464250.0,14098630.0,13877340.0,11342230.0,0.0,18212280.0,14106560.0,0.0,0.0,0.0,0.0,0.0,9301616.0,0.0,9751171.0,9716862.0,13583400.0,16277380.0
62,188.070359263406,99.4519605392875,1239920000.0,1322132992.0,1097373056.0,50980140.0,45769808.0,44308352.0,251768400.0,251264896.0,215104992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10142050.0,10154330.0,8860329.0
63,207.0173028887,768.304643648788,599450.6875,7979307.0,1094465.0,1046898.0,0.0,1502264.0,15037040.0,0.0,0.0,0.0,0.0,549548.125,639780.1875,0.0,853007.3125,2130355.0,1567798.0,671994.875,0.0
64,223.988216771208,771.546448218244,28757100.0,0.0,0.0,0.0,3477602.0,35386460.0,29706060.0,0.0,0.0,29590270.0,29216200.0,3026413.0,2381333.0,28157180.0,29811240.0,0.0,0.0,3394385.0,36647100.0
65,518.320860621869,451.659041033972,240761904.0,255939296.0,303362816.0,26578020.0,19758680.0,21174280.0,140808496.0,137951008.0,149205504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149887.0,2026381.0,0.0
66,162.112285008804,18.990137783778,600181120.0,602722688.0,614678912.0,1261619.0,0.0,0.0,0.0,1778334.0,1978496.0,0.0,10111590.0,0.0,17651370.0,2129504.0,2249333.0,2416038.0,0.0,0.0,0.0
67,110.071116587385,765.8376271404021,964380.5,632997.1875,566200.5,35512648.0,0.0,35955560.0,1503822.0,0.0,45361060.0,0.0,0.0,0.0,0.0,1602158.0,0.0,0.0,24707790.0,21544710.0,47152408.0
68,203.05229144924,18.5508652747919,170918592.0,296007904.0,594124288.0,0.0,0.0,0.0,0.0,140516800.0,280031808.0,0.0,0.0,0.0,0.0,9039205.0,11731870.0,12779130.0,1876322.0,930318.1875,907320.1875
69,703.574295322433,565.892724401788,512317184.0,645717184.0,934832768.0,24082520.0,13227890.0,46164080.0,53401872.0,111918000.0,187509696.0,0.0,0.0,2587752960.0,0.0,0.0,0.0,0.0,18325170.0,0.0,0.0
70,144.101761810922,19.007485793669698,180393200.0,0.0,154760096.0,3662426.0,3312362.0,3194844.0,8803119.0,7785028.0,7677441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13943590.0,15459080.0,979124.8125
71,169.035458522767,23.1133773679074,43572320.0,2258586.0,2492178.0,1814003.0,1873488.0,2164008.0,2774338.0,0.0,3099658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11137470.0,9779865.0,9441370.0
72,832.581678073934,768.098550621001,0.0,3609075.0,3225050.0,0.0,0.0,2398264.0,0.0,0.0,0.0,15226800.0,769282.625,12201560.0,14010010.0,0.0,82878080.0,102764200.0,14308110.0,9209788.0,0.0
73,680.479721726462,717.151010920745,4716156.0,4158010.0,5369537.0,1258410.0,0.0,4330044.0,2127641.0,0.0,4700923.0,0.0,0.0,0.0,0.0,0.0,0.0,1758358.0,2961626.0,0.0,1799063.0
74,430.37838806550906,677.799072063317,42773960.0,63875540.0,67004760.0,7863071.0,6089963.0,0.0,20723150.0,34435800.0,62543180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692388.0,0.0,1793948.0
75,780.550010144368,577.655936101789,59289520.0,16058110.0,17133160.0,0.0,0.0,11479500.0,4273014.0,9094103.0,23147010.0,334297408.0,361640800.0,0.0,257917504.0,0.0,0.0,0.0,0.0,0.0,0.0
76,544.338926470627,443.34231863892995,726202816.0,655103872.0,1231988992.0,6098730.0,10270930.0,12606680.0,112415800.0,136792192.0,180524992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453922.0,0.0,0.0
77,141.95833574974702,2.90584135244263,985634.375,1092748.0,1078671.0,1070492.0,833268.0,1252113.0,932495.375,981848.6875,892906.375,0.0,0.0,0.0,0.0,0.0,0.0,1122468.0,0.0,0.0,0.0
78,101.07079369318001,768.860012019381,64724432.0,72942728.0,61824312.0,82354656.0,93477272.0,0.0,78423344.0,81264280.0,113607000.0,0.0,0.0,18244580.0,25410060.0,0.0,0.0,0.0,0.0,0.0,0.0
79,338.340963654522,623.137149263438,29104040.0,0.0,42637328.0,2256122.0,2327624.0,5111669.0,6457005.0,9127181.0,32347310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380153.0,0.0,2143388.0
80,279.15826065460203,492.56094265100097,14921680.0,13444460.0,21434740.0,0.0,4233534.0,742260.625,4590631.0,6361991.0,1339258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571774.0,0.0,3783427.0
81,463.13006162180903,542.806257122403,8366008.0,8303594.0,22332810.0,0.0,0.0,1404786.0,1854244.0,1168290.0,4349987.0,1234270.0,1501432.0,0.0,999393.0,0.0,0.0,0.0,0.0,0.0,0.0
82,723.60021963143,612.5064438231759,1147408.0,0.0,1491585.0,1520278.0,3098168.0,2450703.0,2031799.0,1953687.0,3679006.0,0.0,0.0,0.0,0.0,2074457.0,0.0,0.0,0.0,0.0,2768148.0
83,204.12288404748298,25.5284563792314,819095680.0,31035760.0,27118210.0,0.0,0.0,0.0,5884798.0,0.0,0.0,0.0,0.0,0.0,0.0,6042461.0,5620403.0,5613989.0,23896540.0,22952320.0,2215958.0
84,247.166047678684,765.680050093138,708793.5,580388.875,538532.625,1056779.0,1367538.0,1435272.0,0.0,1454436.0,1092141.0,0.0,0.0,0.0,0.0,1191870.0,0.0,0.0,0.0,0.0,1550683.0
85,810.5964098837101,767.9235861045039,0.0,16639720.0,17988680.0,6474685.0,0.0,10548730.0,0.0,2622816.0,4578918.0,49024832.0,0.0,0.0,35547080.0,0.0,117465104.0,152812992.0,0.0,0.0,0.0
86,478.292250552472,438.601876435383,153851392.0,182467904.0,228022096.0,3159418.0,2986263.0,3713777.0,29963020.0,29395350.0,27798870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,110.019922993473,857.744656024684,83487936.0,0.0,0.0,73990672.0,0.0,0.0,0.0,75303720.0,60784700.0,0.0,0.0,0.0,0.0,84835752.0,71616080.0,63692632.0,0.0,69966408.0,81127440.0
88,132.07658130121402,19.1532544092292,56959040.0,65619380.0,72811216.0,669217.375,710478.875,556421.875,0.0,1300066.0,702552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16267320.0
89,515.312113587818,451.536411218779,129400400.0,135470208.0,118707904.0,3242287.0,3010731.0,2343069.0,33047910.0,35452820.0,38298380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,301.071782641995,234.021918306947,215018592.0,184562896.0,141209200.0,12101030.0,10183970.0,7953187.0,60489128.0,66787992.0,47085368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,537.53445551553,740.5526070774091,3929393.0,4380046.0,3536096.0,0.0,0.0,6347095.0,0.0,0.0,5484777.0,0.0,0.0,0.0,0.0,0.0,4917067.0,4973895.0,3888413.0,3966876.0,0.0
92,175.118732377791,16.4894411463265,56997568.0,48784980.0,59244968.0,590012.1875,603535.3125,1094086.0,1314034.0,978847.1875,1720356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,123.040134448358,14.816671669605599,4849163.0,0.0,5325251.0,0.0,4154729.0,0.0,0.0,0.0,3364297.0,0.0,0.0,0.0,0.0,1375136.0,3730426.0,1468336.0,3756880.0,4061131.0,0.0
94,376.3054503129,425.816841065776,28508460.0,32147200.0,21954910.0,5622335.0,4600276.0,4461637.0,4600851.0,5499578.0,4653918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,276.651442273938,451.713685665093,59500540.0,67067712.0,58481472.0,5581592.0,3724872.0,3460058.0,20593910.0,26871320.0,23616260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,147.043759784875,29.4575285781156,14238050.0,11745520.0,2470475.0,9946540.0,8849686.0,8405519.0,7933443.0,6274120.0,8591841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,182.080993638221,28.4161693341192,249057408.0,242902496.0,339843904.0,3294760.0,3578327.0,3401288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9903392.0,9747716.0,9719915.0
98,782.5663744433659,767.699517399475,46867768.0,111018400.0,90383800.0,6427834.0,0.0,10424310.0,0.0,4158896.0,8891743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28154210.0,19870730.0,0.0
99,288.159354614278,451.621585808649,53780832.0,54402180.0,36575300.0,3901122.0,4018932.0,2926784.0,15957640.0,20703790.0,13638440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,595.2554982870121,451.925988589925,7853834.0,8427168.0,16584650.0,1820532.0,2064807.0,1997602.0,7215210.0,6380747.0,7987342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,279.64616912849203,440.989086557453,118800400.0,134729792.0,101488096.0,5825369.0,4131997.0,3181143.0,30919500.0,48187032.0,38315792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,290.137797875899,236.363396139169,209916096.0,241089792.0,234784000.0,5365612.0,5989993.0,8221270.0,26863500.0,28478880.0,34981168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,494.323506854594,428.268532637754,268873504.0,283813184.0,410974400.0,2402780.0,2711216.0,4164224.0,31597500.0,33691808.0,33819688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,297.164497706648,451.72225675388,45268180.0,46924220.0,36411048.0,3437159.0,2316907.0,2222157.0,13044800.0,14255880.0,12082820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,546.354668842564,455.405063576713,194538304.0,261848496.0,371228800.0,2339930.0,2183916.0,2961045.0,32929640.0,27516380.0,47036088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,546.352117311985,489.313437966858,179402400.0,193281296.0,254254496.0,6422032.0,4594124.0,6911588.0,62758620.0,55588192.0,109542304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,267.64607522172,451.738256993947,38620008.0,34260960.0,29500520.0,3060889.0,3633738.0,2371448.0,17329060.0,20905600.0,13511480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,786.5987177287441,768.746931743911,0.0,2664411.0,0.0,44704900.0,0.0,0.0,0.0,7595593.0,14234690.0,0.0,0.0,0.0,24188790.0,0.0,76084608.0,116276304.0,222839808.0,169632400.0,0.0
